type,job,job_require,skill,path
multi_hop_synonym,Fullstack (FinTech) #1,SQL,SQL Databases,"['Fullstack (FinTech) #1', 'require>', 'SQL', 'synonym<', 'Structured Query Language', 'synonym<', 'SQL', 'synonym<', 'Structured Query Language (SQL) Database', 'synonym<', 'SQL Database', 'synonym<', 'Relational Database', 'synonym<', 'Relational Database Management System', 'synonym<', 'RDBMS', 'synonym>', 'Relational Databases', 'synonym<', 'SQL Databases']"
multi_hop_synonym,Fullstack (FinTech) #1,NoSQL Database,Not Only SQL Database,"['Fullstack (FinTech) #1', 'require>', 'NoSQL Database', 'synonym<', 'Not Only SQL Database']"
multi_hop_synonym,Fullstack (FinTech) #1,NoSQL Database,Non-relational Database,"['Fullstack (FinTech) #1', 'require>', 'NoSQL Database', 'synonym<', 'Non-relational Database']"
multi_hop_synonym,Fullstack (FinTech) #1,NoSQL Database,NoSQL Systems,"['Fullstack (FinTech) #1', 'require>', 'NoSQL Database', 'synonym<', 'NoSQL Systems']"
multi_hop_synonym,Fullstack (FinTech) #1,NoSQL Database,Key-Value Stores,"['Fullstack (FinTech) #1', 'require>', 'NoSQL Database', 'synonym<', 'Key-Value Stores']"
multi_hop_synonym,Fullstack (FinTech) #1,Database Management System,DBMS,"['Fullstack (FinTech) #1', 'require>', 'Database Management System', 'synonym<', 'DBMS']"
multi_hop_synonym,Fullstack (FinTech) #1,Database Management System,Database Management Systems,"['Fullstack (FinTech) #1', 'require>', 'Database Management System', 'synonym<', 'DBMS', 'synonym>', 'Database Management Systems']"
multi_hop_synonym,Fullstack (FinTech) #1,Database Management System,Database Systems,"['Fullstack (FinTech) #1', 'require>', 'Database Management System', 'synonym<', 'DBMS', 'synonym>', 'Database Management Systems', 'synonym>', 'Database Systems']"
multi_hop_synonym,Fullstack (FinTech) #1,Database Management System,Database System,"['Fullstack (FinTech) #1', 'require>', 'Database Management System', 'synonym<', 'DBMS', 'synonym>', 'Database Management Systems', 'synonym>', 'Database Systems', 'synonym<', 'Database System']"
multi_hop_synonym,Fullstack (FinTech) #1,Database Management System,Database,"['Fullstack (FinTech) #1', 'require>', 'Database Management System', 'synonym<', 'DBMS', 'synonym>', 'Database Management Systems', 'synonym>', 'Database Systems', 'synonym<', 'Database']"
multi_hop_synonym,Fullstack (FinTech) #1,Database Management System,Databases,"['Fullstack (FinTech) #1', 'require>', 'Database Management System', 'synonym<', 'DBMS', 'synonym>', 'Database Management Systems', 'synonym>', 'Database Systems', 'synonym<', 'Database', 'synonym<', 'Databases']"
multi_hop_synonym,Fullstack (FinTech) #1,Database Management System,Database Systems,"['Fullstack (FinTech) #1', 'require>', 'Database Management System', 'synonym<', 'DBMS', 'synonym>', 'Database Management Systems', 'synonym>', 'Database Systems', 'synonym<', 'Database', 'synonym<', 'Databases', 'synonym>', 'Database Systems']"
multi_hop_synonym,Fullstack (FinTech) #1,Database Management System,Database System,"['Fullstack (FinTech) #1', 'require>', 'Database Management System', 'synonym<', 'DBMS', 'synonym>', 'Database Management Systems', 'synonym>', 'Database Systems', 'synonym<', 'Database', 'synonym<', 'Databases', 'synonym>', 'Database Systems', 'synonym<', 'Database System']"
multi_hop_synonym,Fullstack (FinTech) #1,Database Management System,DBMS,"['Fullstack (FinTech) #1', 'require>', 'Database Management System', 'synonym<', 'DBMS', 'synonym>', 'Database Management Systems', 'synonym>', 'Database Systems', 'synonym<', 'Database', 'synonym<', 'Databases', 'synonym>', 'Database Systems', 'synonym<', 'DBMS']"
multi_hop_synonym,Fullstack (FinTech) #1,Database Management System,Database Management Systems (DBMS),"['Fullstack (FinTech) #1', 'require>', 'Database Management System', 'synonym<', 'DBMS', 'synonym>', 'Database Management Systems', 'synonym>', 'Database Systems', 'synonym<', 'Database', 'synonym<', 'Databases', 'synonym>', 'Database Systems', 'synonym<', 'DBMS', 'synonym>', 'Database Management Systems (DBMS)']"
multi_hop_synonym,Fullstack (FinTech) #1,Database Management System,DB,"['Fullstack (FinTech) #1', 'require>', 'Database Management System', 'synonym<', 'DBMS', 'synonym>', 'Database Management Systems', 'synonym>', 'Database Systems', 'synonym<', 'Database', 'synonym>', 'DB']"
multi_hop_synonym,Fullstack (FinTech) #1,Database Management System,DBMS,"['Fullstack (FinTech) #1', 'require>', 'Database Management System', 'synonym<', 'DBMS', 'synonym>', 'Database Management Systems', 'synonym>', 'Database Systems', 'synonym<', 'DBMS']"
multi_hop_synonym,Fullstack (FinTech) #1,Database Management System,Database Management Systems (DBMS),"['Fullstack (FinTech) #1', 'require>', 'Database Management System', 'synonym<', 'DBMS', 'synonym>', 'Database Management Systems', 'synonym>', 'Database Systems', 'synonym<', 'DBMS', 'synonym>', 'Database Management Systems (DBMS)']"
multi_hop_synonym,Fullstack (FinTech) #1,Database Management System,Databases,"['Fullstack (FinTech) #1', 'require>', 'Database Management System', 'synonym<', 'DBMS', 'synonym>', 'Database Management Systems', 'synonym>', 'Database Systems', 'synonym<', 'Databases']"
multi_hop_synonym,Fullstack (FinTech) #1,Database Management System,Database,"['Fullstack (FinTech) #1', 'require>', 'Database Management System', 'synonym<', 'DBMS', 'synonym>', 'Database Management Systems', 'synonym>', 'Database Systems', 'synonym<', 'Databases', 'synonym>', 'Database']"
multi_hop_synonym,Fullstack (FinTech) #1,Database Management System,Database Systems,"['Fullstack (FinTech) #1', 'require>', 'Database Management System', 'synonym<', 'DBMS', 'synonym>', 'Database Management Systems', 'synonym>', 'Database Systems', 'synonym<', 'Databases', 'synonym>', 'Database', 'synonym>', 'Database Systems']"
multi_hop_synonym,Fullstack (FinTech) #1,Database Management System,Database System,"['Fullstack (FinTech) #1', 'require>', 'Database Management System', 'synonym<', 'DBMS', 'synonym>', 'Database Management Systems', 'synonym>', 'Database Systems', 'synonym<', 'Databases', 'synonym>', 'Database', 'synonym>', 'Database Systems', 'synonym<', 'Database System']"
multi_hop_synonym,Fullstack (FinTech) #1,Database Management System,DBMS,"['Fullstack (FinTech) #1', 'require>', 'Database Management System', 'synonym<', 'DBMS', 'synonym>', 'Database Management Systems', 'synonym>', 'Database Systems', 'synonym<', 'Databases', 'synonym>', 'Database', 'synonym>', 'Database Systems', 'synonym<', 'DBMS']"
multi_hop_synonym,Fullstack (FinTech) #1,Database Management System,Database Management Systems (DBMS),"['Fullstack (FinTech) #1', 'require>', 'Database Management System', 'synonym<', 'DBMS', 'synonym>', 'Database Management Systems', 'synonym>', 'Database Systems', 'synonym<', 'Databases', 'synonym>', 'Database', 'synonym>', 'Database Systems', 'synonym<', 'DBMS', 'synonym>', 'Database Management Systems (DBMS)']"
multi_hop_synonym,Fullstack (FinTech) #1,Database Management System,DB,"['Fullstack (FinTech) #1', 'require>', 'Database Management System', 'synonym<', 'DBMS', 'synonym>', 'Database Management Systems', 'synonym>', 'Database Systems', 'synonym<', 'Databases', 'synonym>', 'Database', 'synonym>', 'DB']"
multi_hop_synonym,Fullstack (FinTech) #1,Database Management System,DBMS (Database Management Systems),"['Fullstack (FinTech) #1', 'require>', 'Database Management System', 'synonym<', 'DBMS', 'synonym>', 'Database Management Systems', 'synonym>', 'DBMS (Database Management Systems)']"
multi_hop_synonym,Fullstack (FinTech) #1,Database Management System,Database Management Systems (DBMS),"['Fullstack (FinTech) #1', 'require>', 'Database Management System', 'synonym<', 'DBMS', 'synonym>', 'Database Management Systems (DBMS)']"
multi_hop_synonym,Fullstack (FinTech) #1,Database Management System,Database Systems,"['Fullstack (FinTech) #1', 'require>', 'Database Management System', 'synonym<', 'DBMS', 'synonym>', 'Database Systems']"
multi_hop_synonym,Fullstack (FinTech) #1,Database Management System,Database System,"['Fullstack (FinTech) #1', 'require>', 'Database Management System', 'synonym<', 'DBMS', 'synonym>', 'Database Systems', 'synonym<', 'Database System']"
multi_hop_synonym,Fullstack (FinTech) #1,Database Management System,Database,"['Fullstack (FinTech) #1', 'require>', 'Database Management System', 'synonym<', 'DBMS', 'synonym>', 'Database Systems', 'synonym<', 'Database']"
multi_hop_synonym,Fullstack (FinTech) #1,Database Management System,Databases,"['Fullstack (FinTech) #1', 'require>', 'Database Management System', 'synonym<', 'DBMS', 'synonym>', 'Database Systems', 'synonym<', 'Database', 'synonym<', 'Databases']"
multi_hop_synonym,Fullstack (FinTech) #1,Database Management System,Database Systems,"['Fullstack (FinTech) #1', 'require>', 'Database Management System', 'synonym<', 'DBMS', 'synonym>', 'Database Systems', 'synonym<', 'Database', 'synonym<', 'Databases', 'synonym>', 'Database Systems']"
multi_hop_synonym,Fullstack (FinTech) #1,Database Management System,Database System,"['Fullstack (FinTech) #1', 'require>', 'Database Management System', 'synonym<', 'DBMS', 'synonym>', 'Database Systems', 'synonym<', 'Database', 'synonym<', 'Databases', 'synonym>', 'Database Systems', 'synonym<', 'Database System']"
multi_hop_synonym,Fullstack (FinTech) #1,Database Management System,Database Management Systems,"['Fullstack (FinTech) #1', 'require>', 'Database Management System', 'synonym<', 'DBMS', 'synonym>', 'Database Systems', 'synonym<', 'Database', 'synonym<', 'Databases', 'synonym>', 'Database Systems', 'synonym<', 'Database Management Systems']"
multi_hop_synonym,Fullstack (FinTech) #1,Database Management System,DBMS,"['Fullstack (FinTech) #1', 'require>', 'Database Management System', 'synonym<', 'DBMS', 'synonym>', 'Database Systems', 'synonym<', 'Database', 'synonym<', 'Databases', 'synonym>', 'Database Systems', 'synonym<', 'Database Management Systems', 'synonym<', 'DBMS']"
multi_hop_synonym,Fullstack (FinTech) #1,Database Management System,Database Management Systems (DBMS),"['Fullstack (FinTech) #1', 'require>', 'Database Management System', 'synonym<', 'DBMS', 'synonym>', 'Database Systems', 'synonym<', 'Database', 'synonym<', 'Databases', 'synonym>', 'Database Systems', 'synonym<', 'Database Management Systems', 'synonym<', 'DBMS', 'synonym>', 'Database Management Systems (DBMS)']"
multi_hop_synonym,Fullstack (FinTech) #1,Database Management System,DBMS (Database Management Systems),"['Fullstack (FinTech) #1', 'require>', 'Database Management System', 'synonym<', 'DBMS', 'synonym>', 'Database Systems', 'synonym<', 'Database', 'synonym<', 'Databases', 'synonym>', 'Database Systems', 'synonym<', 'Database Management Systems', 'synonym>', 'DBMS (Database Management Systems)']"
multi_hop_synonym,Fullstack (FinTech) #1,Database Management System,DB,"['Fullstack (FinTech) #1', 'require>', 'Database Management System', 'synonym<', 'DBMS', 'synonym>', 'Database Systems', 'synonym<', 'Database', 'synonym>', 'DB']"
multi_hop_synonym,Fullstack (FinTech) #1,Database Management System,Database Management Systems,"['Fullstack (FinTech) #1', 'require>', 'Database Management System', 'synonym<', 'DBMS', 'synonym>', 'Database Systems', 'synonym<', 'Database Management Systems']"
multi_hop_synonym,Fullstack (FinTech) #1,Database Management System,DBMS,"['Fullstack (FinTech) #1', 'require>', 'Database Management System', 'synonym<', 'DBMS', 'synonym>', 'Database Systems', 'synonym<', 'Database Management Systems', 'synonym<', 'DBMS']"
multi_hop_synonym,Fullstack (FinTech) #1,Database Management System,Database Management Systems (DBMS),"['Fullstack (FinTech) #1', 'require>', 'Database Management System', 'synonym<', 'DBMS', 'synonym>', 'Database Systems', 'synonym<', 'Database Management Systems', 'synonym<', 'DBMS', 'synonym>', 'Database Management Systems (DBMS)']"
multi_hop_synonym,Fullstack (FinTech) #1,Database Management System,DBMS (Database Management Systems),"['Fullstack (FinTech) #1', 'require>', 'Database Management System', 'synonym<', 'DBMS', 'synonym>', 'Database Systems', 'synonym<', 'Database Management Systems', 'synonym>', 'DBMS (Database Management Systems)']"
multi_hop_synonym,Fullstack (FinTech) #1,Database Management System,Databases,"['Fullstack (FinTech) #1', 'require>', 'Database Management System', 'synonym<', 'DBMS', 'synonym>', 'Database Systems', 'synonym<', 'Databases']"
multi_hop_synonym,Fullstack (FinTech) #1,Database Management System,Database,"['Fullstack (FinTech) #1', 'require>', 'Database Management System', 'synonym<', 'DBMS', 'synonym>', 'Database Systems', 'synonym<', 'Databases', 'synonym>', 'Database']"
multi_hop_synonym,Fullstack (FinTech) #1,Database Management System,Database Systems,"['Fullstack (FinTech) #1', 'require>', 'Database Management System', 'synonym<', 'DBMS', 'synonym>', 'Database Systems', 'synonym<', 'Databases', 'synonym>', 'Database', 'synonym>', 'Database Systems']"
multi_hop_synonym,Fullstack (FinTech) #1,Database Management System,Database System,"['Fullstack (FinTech) #1', 'require>', 'Database Management System', 'synonym<', 'DBMS', 'synonym>', 'Database Systems', 'synonym<', 'Databases', 'synonym>', 'Database', 'synonym>', 'Database Systems', 'synonym<', 'Database System']"
multi_hop_synonym,Fullstack (FinTech) #1,Database Management System,Database Management Systems,"['Fullstack (FinTech) #1', 'require>', 'Database Management System', 'synonym<', 'DBMS', 'synonym>', 'Database Systems', 'synonym<', 'Databases', 'synonym>', 'Database', 'synonym>', 'Database Systems', 'synonym<', 'Database Management Systems']"
multi_hop_synonym,Fullstack (FinTech) #1,Database Management System,DBMS,"['Fullstack (FinTech) #1', 'require>', 'Database Management System', 'synonym<', 'DBMS', 'synonym>', 'Database Systems', 'synonym<', 'Databases', 'synonym>', 'Database', 'synonym>', 'Database Systems', 'synonym<', 'Database Management Systems', 'synonym<', 'DBMS']"
multi_hop_synonym,Fullstack (FinTech) #1,Database Management System,Database Management Systems (DBMS),"['Fullstack (FinTech) #1', 'require>', 'Database Management System', 'synonym<', 'DBMS', 'synonym>', 'Database Systems', 'synonym<', 'Databases', 'synonym>', 'Database', 'synonym>', 'Database Systems', 'synonym<', 'Database Management Systems', 'synonym<', 'DBMS', 'synonym>', 'Database Management Systems (DBMS)']"
multi_hop_synonym,Fullstack (FinTech) #1,Database Management System,DBMS (Database Management Systems),"['Fullstack (FinTech) #1', 'require>', 'Database Management System', 'synonym<', 'DBMS', 'synonym>', 'Database Systems', 'synonym<', 'Databases', 'synonym>', 'Database', 'synonym>', 'Database Systems', 'synonym<', 'Database Management Systems', 'synonym>', 'DBMS (Database Management Systems)']"
multi_hop_synonym,Fullstack (FinTech) #1,Database Management System,DB,"['Fullstack (FinTech) #1', 'require>', 'Database Management System', 'synonym<', 'DBMS', 'synonym>', 'Database Systems', 'synonym<', 'Databases', 'synonym>', 'Database', 'synonym>', 'DB']"
multi_hop_synonym,Fullstack (FinTech) #1,Relational Database Management System,RDBMS,"['Fullstack (FinTech) #1', 'require>', 'Relational Database Management System', 'synonym<', 'RDBMS']"
multi_hop_synonym,Fullstack (FinTech) #1,Relational Database Management System,Relational Databases,"['Fullstack (FinTech) #1', 'require>', 'Relational Database Management System', 'synonym<', 'RDBMS', 'synonym>', 'Relational Databases']"
multi_hop_synonym,Fullstack (FinTech) #1,Relational Database Management System,SQL Databases,"['Fullstack (FinTech) #1', 'require>', 'Relational Database Management System', 'synonym<', 'RDBMS', 'synonym>', 'Relational Databases', 'synonym<', 'SQL Databases']"
